МЕСЕЦ,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12
Ловеч,2856763.2399999993,2893663.8899999997,3540119.53,3377616.89,3556033.59,3534512.7800000003,3920323.2500000005,3961676.3900000006,3786988.7799999993,3721962.2399999993,3409978.79,3088834.509999999,3101583.6799999997,2983408.51,2851434.9499999997,2695273.2100000004,3080259.66,3585098.99,4116162.18,3990266.5100000016,4134480.0999999996,4254781.85,3915940.749999999,3168348.64,3162490.0199999996,3251588.8600000003,3691714.45,3909403.619999999,4052455.880000001,4234041.08,4658793.529999999,4453121.809999999,4280997.3100000005,4087724.2299999995,4105584.03,3285387.0199999996,3156922.2699999996,3438962.0300000003,3943239.1299999994,3584817.79,3841133.869999999,4001099.2700000005,4154969.0500000007,4049186.68,3947768.36,4063120.7199999997,3784932.2099999995,3478260.88,3218318.52,3283162.4899999993,3955902.36,3525427.0999999987,3925795.159999999,4072514.9099999997,4573034.220000001,4513289.319999999,4282567.090000001,4405875.11,4083997.8500000006,3649669.2500000005,3623254.13,3686029.84,3937666.79,4153394.43,4048646.389999999,4350257.21,4865319.09,4824772.640000001,4674639.54,5106530.030000001,4750448.170000001,4001608.4800000004,4117460.1600000006,3903254.77,4661548.410000001,4668892.869999999,4885122.460000001,5201047.92,5247874.66,5008059.750000001,5001018.96,5073121.390000001,4826412.289999999,4501546.699999999,4057830.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Монтана,2598427.99,2684924.1300000004,3637613.7399999993,3128326.5700000003,3245071.15,3280220.25,4115634.380000001,4068958.130000001,3874544.8,3853214.6000000006,3319969.75,3225259.9400000004,3023865.01,2983723.91,2844995.73,2805739.6600000006,2883896.4799999995,3490735.9899999993,4445923.8,4006530.4000000004,4404679.28,4228731.0200000005,3922379.6000000006,2929554.0300000003,2829203.9599999995,2999147.3100000005,3291584.88,3548126.27,3355521.369999999,3715228.5599999996,4398907.14,3926986.1799999997,3997658.0400000005,3971773.290000001,3919319.79,3076163.85,3078003.97,3405489.34,3746656.38,3472647.8200000003,3750855.3899999997,4067218.380000001,4004849.96,4083366.13,4626456.7700000005,4739416.539999999,4018306.38,3381259.95,3102554.3200000003,3367341.3200000003,4004437.18,3604897.08,4141960.7299999986,4164541.96,5023070.68,4606673.63,4831342.41,4888464.5,4311226.450000001,4030409.04,3752575.130000001,4096920.6100000003,4198488.0200000005,4339041.27,3934859.29,4796045.9799999995,5284974.52,5091806.220000001,4445108.539999999,4991065.050000001,4492650.02,4031892.99,4142060.3899999997,3720038.1500000004,4461974.0,4554591.61,4965327.79,5510598.460000001,4955425.659999999,4903419.199999999,4935470.07,5049924.15,4799999.03,4520659.970000001,3931441.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пазарджик,6564405.109999999,6392762.809999999,7408400.419999999,7156043.039999999,7739020.7700000005,7880379.45,9121913.530000001,8889302.740000002,8001621.569999998,8096672.380000003,7473640.220000001,7004883.710000001,7115044.489999997,6843681.56,6440997.62,5468665.1,6700194.700000002,7556353.569999999,8708767.26,8290248.220000001,8187408.68,8296662.069999998,7720081.919999999,6988739.95,6916596.500000001,6852806.5,7716832.569999999,7756069.630000001,7874190.18,8626383.39,9836531.59,9598955.849999998,8413495.36,8384398.799999999,8177288.74,7403533.7700000005,7188468.9399999995,7098781.790000001,7988328.990000001,7673392.12,8075775.96,8194056.5600000005,9139109.16,9235295.69,8529076.57,8423422.940000001,8006215.380000001,7737663.47,7321874.4,7068095.190000001,8147420.089999998,7570236.459999999,8224567.460000001,8546222.46,9584923.85,9416501.810000002,8463701.489999998,8744963.9,8407841.139999997,7558977.9399999995,7739738.680000001,7636175.18,8251799.82,8428188.45,8356671.380000002,8986939.04,10103706.93,9777288.88,8864386.31,9322224.36,8825079.18,7909858.129999998,8158102.040000001,7648875.4399999995,8514462.3,8501825.659999998,9129869.300000003,9626145.89,10449511.05,10071408.96,9453318.319999998,9540595.17,9324876.74,8914561.870000001,8603112.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Перник,3767943.8599999994,3808277.0699999994,4304330.409999999,3979692.1,4080971.8800000004,4162801.42,4571706.47,4583342.609999999,4685875.399999999,5006405.09,4515503.609999999,4163084.0,4257419.06,4189028.2200000007,3752921.0,3342869.7800000003,3882378.880000001,4582295.3999999985,5071915.54,4623076.12,4816245.659999999,5060710.5600000005,4820982.79,4242051.96,4089869.159999999,4147843.3099999996,4526690.370000001,4587628.52,4658503.26,4889324.130000001,5343003.71,5002644.07,4784672.75,5047187.44,5013949.049999999,4340039.0,4401944.430000001,4488515.029999999,5333710.1899999995,4862810.960000001,5039480.550000001,5077112.149999999,5401436.49,5114492.76,5314087.98,5671449.02,5213068.399999999,4838383.1,4408265.390000001,4481421.51,5153347.34,4784901.5600000005,5137144.74,5301182.170000001,5941643.380000001,5608464.529999999,5536233.919999999,5607602.119999999,5087094.18,4724944.33,4732044.370000001,4873029.899999999,5152232.029999999,5209960.91,4784217.17,5240202.7700000005,5980863.43,5500812.4399999995,5469905.609999999,5850917.43,5496127.23,4759130.029999999,4875276.21,4876635.66,5502492.06,5444978.08,5771878.17,6292010.690000001,6474230.43,5969834.68,5934115.709999999,5892365.11,5360035.26,5152771.76,4883809.1899999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Плевен,4726720.27,4403897.3500000015,5802195.49,5660413.080000001,5748262.630000001,5763238.5200000005,6905797.2,6389094.61,6926216.520000001,7054007.270000001,5865194.890000001,5560826.099999998,5114703.030000001,4833563.230000001,4836093.96,4846603.180000001,5098584.430000002,5983931.5600000005,6899556.49,6424293.129999999,7460016.299999999,7448022.65,6714985.1400000015,5246489.220000001,5053511.48,5102178.290000002,5788407.680000002,6419658.53,6243789.29,6543475.4399999995,7744967.24,7025443.090000001,7262698.84,7238688.3500000015,7150889.029999999,5699574.080000001,5681388.07,5749103.100000001,7044810.809999999,6066841.04,6247591.249999999,6848828.04,6662839.4,6630674.67,7284109.439999999,6626544.720000001,5661350.76,5386626.68,4985225.199999999,5125555.580000001,6162465.540000001,5949274.669999999,6491272.300000001,6668208.780000001,7812657.09,7177577.850000001,7498326.609999999,7663242.850000001,6663933.630000001,5875320.549999999,5468477.880000001,5555012.279999999,6043426.159999998,6706881.76,6417560.579999999,7593273.879999999,7545920.91,7420980.030000001,7386140.27,7702196.57,7194105.37,5912487.090000001,6254259.559999999,6229127.099999999,6966912.499999999,6849792.6,7111855.62,7707336.3,8258074.300000002,7545148.710000001,7779625.83,8010893.499999998,8017673.310000001,6459238.199999999,6078133.0600000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Пловдив,17486533.65,16908490.619999997,19520834.72,18640043.72,19362106.630000003,20051974.299999997,22105044.11,21971310.410000008,20628797.919999998,21635655.6,20701647.8,19114362.849999998,19225379.440000005,18725764.240000002,17137160.08,14868740.900000004,18445618.28,20350906.560000002,22627839.339999996,21747457.920000006,21419075.78999999,21399492.33999999,19374142.91,18060133.6,18160007.369999997,17826913.929999996,20107290.820000008,20142424.910000008,20593113.97,22133996.3,24511825.820000004,23632578.03,20958500.949999996,20948243.990000002,20112948.25,19051434.08,18070984.740000002,18370949.459999993,20742068.179999996,20084603.789999995,20548343.72,21260203.580000002,22218151.290000003,22176614.82,21237204.080000002,21384672.689999998,20288073.109999996,20004637.440000005,18304817.28,18167685.36,20644143.639999997,19166401.770000003,20904169.909999996,22057306.939999998,23661897.130000003,23576500.330000002,21518446.58,22101226.379999995,21183157.319999993,20000895.240000006,20094988.199999996,20108762.790000007,21528222.97,21744968.309999995,21192438.860000003,22945004.64,24871230.88000001,24500489.560000002,22386488.980000004,23363082.500000007,22057965.97,20435933.450000003,20798170.75,20002905.79,22194659.49,21985513.360000003,22956638.71,24321466.639999993,25992884.430000007,24808970.180000003,23614178.589999996,23956717.980000004,22678853.22,22157876.019999996,20697888.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Разград,2414727.4499999997,2324668.7600000002,2951381.0099999993,2927511.86,2898333.32,3029694.0699999994,3802450.01,3683980.95,3420397.5500000003,3251997.02,2990789.6700000004,2822217.6199999996,2646873.0300000003,2434785.37,2528558.9300000006,2285138.69,2470441.16,3037259.91,3694869.8000000003,3674653.3899999997,3642612.9100000006,3535396.87,2965702.2399999998,2469352.09,2414446.88,2548976.3,2786581.4499999997,3115920.81,2973850.7699999996,3126076.8099999996,4116137.5399999996,3827304.289999999,3309460.0000000005,3326959.6099999994,3267886.5700000003,2753875.97,2576012.45,2719509.15,3059386.9300000006,2971700.0700000003,3243865.08,3257695.37,3807840.3599999994,3744228.21,3459744.8,3303444.0100000007,2986900.42,2960788.09,2413308.39,2336499.9199999995,2901780.91,2694023.48,2984163.3600000003,3044670.6500000004,3763239.5500000003,3775682.2800000003,3258872.2399999993,3155581.15,2813035.5,2740209.0100000002,2515250.14,2542149.52,2833551.1399999997,3013229.0299999993,2981641.63,3289706.07,3742774.5500000003,3798762.91,3352954.08,3457699.7599999993,3127455.84,2839367.98,2847282.0199999996,2538328.75,3054762.6799999997,3108638.3200000003,3165138.29,3377891.5700000003,3942292.4200000004,3816566.64,3352040.5100000002,3351909.61,3203496.5,3170808.8200000003,2719499.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Русе,6654895.529999999,6463335.590000001,7632474.970000001,7156139.419999999,7685760.620000001,8018967.449999999,9263751.27,9267600.04,8794120.489999998,8648504.91,8211288.95,7121300.3100000005,7303611.699999999,6956072.380000001,7234509.659999998,6223477.090000002,7145657.9,8074951.070000001,9277226.420000002,8850277.16,9035026.740000002,9128542.91,8277146.66,6956050.879999999,7040223.1,7306437.72,8257527.720000001,8572210.01,8182277.890000001,8815834.49,10571585.9,9702695.459999997,9251745.41,9155294.809999999,9138316.570000002,7890118.48,7983343.200000001,7898094.099999999,9173596.639999997,8617343.46,9373739.75,9950512.27,10007875.990000002,9470524.829999998,9113083.690000001,9317172.39,8718189.329999998,8027043.839999999,7877312.26,7849123.890000001,8988981.9,8219290.26,8901867.600000001,9045948.25,10219635.019999998,10062887.749999998,9374911.95,9461212.07,8922996.3,8033972.54,8221494.489999999,8396663.570000002,9172200.459999999,9279929.189999998,9048874.76,9906058.46,10532221.75,10375020.509999998,9689269.09,10142571.660000002,9688333.610000001,8351191.599999999,9129665.969999999,8928337.180000002,10032146.639999997,10071277.36,10463319.540000001,11127976.030000001,12058430.19,11628013.870000001,11135467.780000001,11541695.249999998,11075672.44,10560132.27,10050940.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Силистра,1673187.9100000004,1670956.5199999996,2234948.7800000007,2211762.4200000004,2278843.77,2539548.1799999997,2980744.4299999997,2847400.43,2772165.1099999994,2516542.42,2511523.1099999994,2095597.6400000008,1915336.0699999996,1779762.7399999995,2035098.45,2072661.8599999999,2058954.5399999998,2331154.51,2679135.63,2470699.0100000002,2966585.2300000004,2831748.1399999997,2360161.1799999997,1874508.8599999996,1880627.6799999997,1953517.3999999997,2237320.5300000003,2588044.27,2399022.159999999,2380530.9499999997,3199386.959999999,2795116.3800000004,2859492.5700000003,2829951.46,2815394.5700000003,2116439.4800000004,1987288.0100000002,2153275.37,2524568.91,2458079.1500000004,2541699.4200000004,2645058.3200000003,2922822.8000000007,2937537.3600000003,2950954.12,2639625.9000000004,2532151.02,2633204.16,2022244.67,2047512.2900000005,2493071.04,2230540.05,2559143.74,2649402.9000000004,3069759.04,2793582.1,2791928.1500000004,2737286.9400000004,2272141.04,2310055.5500000003,2000354.2399999993,2041004.1900000002,2278013.7499999995,2494244.77,2492138.1999999993,2915812.16,2832732.1399999997,2943370.060000001,2680678.0299999993,2944597.0100000007,2538636.6399999997,2155858.9600000004,2176125.9200000004,1920672.5099999998,2516268.8899999997,2638216.1899999995,2544639.9599999995,2999999.379999999,3286628.050000001,3154878.5200000005,2911441.3500000006,2926233.39,2629555.2199999997,2530736.9499999997,2108588.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Сливен,3127473.4600000004,3082385.9200000004,3574701.920000001,3408361.52,3834851.2199999997,3713268.66,4280758.67,4477485.82,3969910.92,4279215.930000001,3765740.809999999,3688716.7399999993,3656971.2500000005,3453228.21,3221666.6399999997,2790298.29,3498541.6099999994,3964511.0300000003,4860681.159999999,4716634.430000001,4501052.200000001,4360976.289999999,4024733.5400000005,3551016.8199999994,3493614.3499999996,3504777.22,3918090.3899999997,4048684.18,4168088.8,4360061.74,5418522.460000001,5298396.549999999,4681588.28,4358817.97,4142640.3600000003,3806540.9000000004,3650689.3899999997,3708292.2699999996,4278274.850000001,3987563.1899999985,4229243.93,4431593.699999999,4942857.08,5009614.48,4695964.199999999,4539275.110000001,4157289.1300000004,4115658.77,3696586.46,3717759.590000001,4382595.14,3955565.45,4444327.91,4716911.069999999,5464171.229999999,5613510.84,4844789.91,4702154.220000001,4365542.3100000005,4149479.120000001,4088675.7800000007,4132649.4199999995,4317988.829999999,4447996.529999999,4472017.29,4923828.1899999995,5645546.760000001,5568136.140000001,4807272.0,4984546.3500000015,4595698.07,4305953.83,4382213.43,4091587.25,4662960.33,4581446.43,4716876.539999999,5062929.700000001,5850830.16,5785285.8100000005,5225441.790000001,5172720.21,4819653.079999999,4830457.42,4359213.4799999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Смолян,1954337.2000000004,1856945.1100000003,2141854.5300000003,2070238.2799999998,2275828.46,2233086.7199999997,2567525.0699999994,2670816.5099999993,2429964.2900000005,2455802.79,2139886.3499999996,2221921.26,2182368.48,2021334.4600000004,1846822.56,1785929.5799999998,2316768.1699999995,2334765.91,2585290.43,2744999.5,2635655.8600000003,2611403.26,2471216.95,2337017.53,2315117.91,2244858.77,2451857.020000001,2471344.58,2483559.27,2616017.79,2895655.0800000005,3019839.0999999996,2596535.4500000007,2667658.79,2561485.3399999994,2407175.9699999997,2291404.4300000006,2244952.43,2490631.3999999994,2283949.21,2473706.34,2467658.29,2685249.9300000006,2695561.62,2530482.11,2635092.47,2421915.43,2398443.7700000005,2024271.9100000001,1955401.8599999999,2326931.1599999997,2092186.4700000002,2317256.87,2365059.31,2782978.6700000004,2856548.47,2553906.17,2547027.0100000002,2357664.61,2288191.68,2269711.3100000005,2172627.89,2323089.4599999995,2317663.5299999993,2342784.35,2424535.7500000005,2708999.4499999997,2814608.83,2546397.36,2601945.1,2482068.74,2449885.6500000004,2336986.2700000005,2207590.26,2385042.02,2348041.61,2522443.3200000003,2594529.17,2819865.8399999994,2885372.05,2670359.4699999997,2704149.16,2666499.41,2653695.2299999995,2403996.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
София,11286009.180000002,11018663.409999996,12355305.019999998,12068303.749999998,12524020.4,12828026.190000005,13794654.529999997,14068958.160000002,13827694.120000005,14108965.25999999,13318983.570000006,12244752.279999997,12372737.899999999,12222905.0,11629285.810000002,10551921.889999997,12392840.400000004,12873625.4,14379102.349999998,13691166.280000001,13238101.509999998,14210481.39,13198413.540000007,11844223.99,12015027.680000002,11937242.790000001,13298510.639999995,13693545.740000004,14421577.459999997,15028557.009999998,17037658.349999998,15873258.98,14721418.830000006,14785917.48000001,14631104.870000001,13416883.820000008,12733594.02,12925240.37,14158011.04,13675998.219999999,14460238.14,14675561.09,15979507.619999997,15309524.299999999,15152996.870000001,15117416.57,14236017.2,13867189.250000002,12849343.599999998,12864006.95,15006491.329999996,14107670.979999999,15119401.599999998,15369618.32,17225677.990000002,16042945.559999999,15374841.82,15948731.019999996,15032998.950000001,14211780.780000001,14141484.759999998,14311950.460000005,15685549.579999994,15406020.409999998,14972406.279999996,16192880.419999998,18374368.74,17540885.35,17505454.83,17651530.419999998,17087467.1,15013962.79,14887721.620000003,14483458.34,16450836.249999996,15807367.119999997,16490032.390000004,17134062.299999997,18935596.22,17406520.779999994,16957729.11,17089552.599999998,16411202.740000002,16052578.490000002,14857331.240000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
София (столица),31372716.68,30339198.230000004,34333315.019999996,32754226.08,34442065.85999999,35039712.76,36921029.24999999,35884157.97,35119068.96999999,37608291.7,35777576.79,34123738.55000001,33817488.67000002,33660725.99,29714579.060000002,23451413.67,30025628.439999998,34453532.71,37091269.57000001,35300319.589999996,35855410.370000005,37123446.63999999,33626959.33999999,31217301.740000002,31734646.92,31827817.65,34879235.72,35476512.61000001,34121157.64,37551147.260000005,39691899.10999999,37418317.81,35287184.08,37282224.43000001,35855564.89,35115720.75,33102023.07,32873477.060000006,36337866.60999999,34583115.85,34898993.38,35431658.650000006,36188519.760000005,34916399.17,34461488.06,36032197.0,35309182.06999999,35237598.980000004,31648865.199999996,32020444.269999996,36670597.150000006,33486666.080000002,35707310.25999999,36704021.89,38103739.47,36715370.99000001,34889792.940000005,36558128.82,36118340.81,33887108.260000005,33721345.69,33454446.5,35936967.72,36097578.39,34952986.61,37318413.57,39814215.660000004,37834694.47,36151035.55,38980989.019999996,37704239.42000001,34233310.59,33967006.6,33865308.52,36083166.019999996,36210925.54,37660473.59,38616854.78999999,39993249.19,37149326.129999995,36301957.33,38668192.239999995,36400111.269999996,35554842.050000004,33190288.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Стара Загора,7594697.659999999,7270820.58,8175570.6499999985,7789442.299999999,8367650.84,8471228.530000001,9247916.549999999,9216529.95,8693545.07,8990074.28,8079470.319999998,7864348.220000001,7864665.540000001,7527832.730000001,6891516.05,6037583.399999999,7503599.5600000005,8263290.379999999,9559104.130000003,8946206.629999999,8934474.19,8716618.72,8146654.239999999,7413965.67,7517058.24,7501724.340000002,8449062.399999999,8574392.95,8505475.040000001,9064357.579999998,10465743.600000001,9908928.989999998,9190326.569999998,9028336.729999999,8679962.04,8110797.99,7756404.419999998,7744929.310000001,8700642.629999999,8142438.869999997,8458885.66,8816988.09,9509633.879999999,9345498.08,9009077.19,8831990.120000001,8465434.780000001,8644651.219999999,7734397.25,8158862.460000001,9313847.32,8424421.790000001,9342643.05,9870391.08,10316952.260000002,10078411.380000003,9082671.18,9103753.14,8652393.080000002,8141950.5600000005,8092753.399999999,7973898.519999998,8482757.5,8807618.85,8630376.509999998,9383798.01,10158307.879999999,9942448.15,9166198.78,9518394.979999999,9101702.010000002,8352348.150000002,8583096.850000001,8234046.409999999,9066356.0,9005551.520000001,9316543.57,10051960.11,10748401.880000003,10198268.0,9597657.12,9946444.76,9302132.03,9179320.83,8262896.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Търговище,2272993.340000001,2263731.7699999996,2840387.8600000003,2649389.1699999995,2874739.09,2876148.8800000004,3901946.8800000013,3932524.1799999997,3571830.13,3467100.3200000003,3133736.3099999996,2885386.3000000003,2863424.1600000006,2657289.7300000004,2615199.2700000005,2469740.3600000003,2650665.74,3016813.9799999995,3935523.1900000004,3501049.5200000005,3587171.4,3460315.4400000004,3280576.99,2631257.6700000004,2566690.8800000004,2661264.56,2948858.3200000003,3035136.7900000005,3010708.77,3100117.9799999995,4247560.68,3914756.5700000003,3383402.2399999998,3339150.6900000004,3248249.09,2731685.12,2575958.8,2684626.16,3171695.26,3142864.8200000003,3251197.5699999994,3324374.039999999,3889374.3900000006,3839325.66,3491691.9799999995,3404681.95,3139553.63,2854451.08,2517663.48,2472850.26,3030104.5999999996,2853294.5199999996,3202282.6899999995,3341336.18,4055348.73,4136593.5199999996,3608902.5800000005,3518834.9299999997,3167144.8899999997,2856006.71,2743010.96,2896118.1100000003,3001714.8599999994,3153314.8499999996,3087064.9899999993,3629355.36,4085125.96,4230019.16,3606537.4799999995,3681554.1,3329934.98,3053872.9000000004,3119377.94,2902542.23,3329545.7299999995,3392680.67,3425485.45,3734240.1100000003,4457153.649999999,4261752.890000001,3719533.66,3663299.4700000007,3411340.04,3528489.55,2898610.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Хасково,5771246.17,5917203.480000002,7218200.830000001,6690420.33,7352361.12,7739160.630000001,8931388.82,8968358.309999999,8657478.310000002,8500181.33,7518246.180000002,7341184.369999999,7056163.759999999,6738038.199999999,6214679.290000001,4872844.93,6410024.949999999,7150408.039999999,8458094.6,7906875.989999998,7718695.729999999,7787341.86,7232741.51,6310088.67,6008004.460000001,6077095.469999999,7211696.090000001,6850749.950000001,7243617.35,7609254.800000001,9425125.25,8725220.669999998,7787292.050000001,7510533.24,7083449.520000001,6049738.22,5759683.56,5870743.68,7067382.420000001,6648789.550000001,7012251.929999998,7402727.949999999,8327996.290000001,8165562.21,7537429.42,7246572.639999999,6720546.35,6746167.109999999,5710888.98,5762368.59,6768358.940000001,6078598.66,6737338.410000002,7279311.229999999,8722399.59,8879109.75,7924157.859999999,7661746.11,7175256.41,6990891.82,6567533.710000001,6662403.880000001,7067799.85,7256459.4399999995,7369523.51,8054715.530000001,9021646.780000001,9044437.45,8081688.959999997,8271330.02,7516135.319999999,7160467.61,6861843.5600000005,6661454.91,7755891.390000001,7602668.629999999,7927478.51,8726524.27,9666140.309999999,9286295.299999999,8500863.51,8396668.55,7913973.949999999,7626438.909999999,6688910.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Шумен,3233157.5100000002,3299821.1599999997,3930828.09,3772370.509999999,3925946.71,4022464.96,4949025.91,5221104.9799999995,4585261.069999999,4748107.069999999,4317256.180000001,3874687.47,3845179.41,3661030.56,3606958.4699999997,3484512.6700000004,3979031.63,4422034.99,5593433.51,5537292.649999999,5239275.14,5068293.640000001,4640421.45,3946656.33,3928899.1799999992,3990508.2299999995,4453390.82,4747612.529999999,4968204.76,5073728.579999999,6599217.369999999,6152608.95,4954467.92,4945494.889999999,4886532.87,4138471.6799999997,4038212.7299999995,4003362.4899999993,4661145.94,4446995.0,4668939.88,4880636.26,5753272.369999999,5651559.53,5054734.789999999,4829197.74,4438156.319999999,4331373.03,3747364.08,3856716.5999999996,4705019.33,4325387.279999999,4850425.74,5096494.99,6081271.2299999995,6048951.34,5129377.74,5165621.39,4728172.6,4413488.760000001,4153459.1499999994,4362095.47,4599569.859999999,4850787.21,4775680.57,5346723.31,6157084.02,6250071.100000001,5383570.220000001,5648488.409999999,5199335.319999999,4553935.29,4702547.24,4308898.58,5145608.27,5129626.74,5232057.9,5768080.760000001,6636854.600000001,6380562.829999999,5643174.82,5627217.409999999,5317738.22,5219671.4399999995,4615059.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ямбол,2472486.14,2610005.8900000006,3036903.6799999997,2890415.2399999993,3185714.3199999994,3364954.42,4424778.82,4427051.2299999995,3653239.84,3672929.7,3175670.17,2917285.920000001,2830553.3899999997,2755598.2199999997,2581178.3499999996,2276843.5600000005,2695109.8699999996,3201593.54,4354627.609999999,3979243.2499999995,3568522.9299999992,3469056.82,3081319.96,2646849.92,2657801.170000001,2658704.57,3058366.1599999997,3191296.01,3153734.55,3334149.3,4945932.33,4611468.98,3635515.2299999995,3402447.960000001,3312522.4799999995,3047585.6799999997,2813876.95,2952024.0,3777902.55,3420911.9700000007,3557295.379999999,3739571.0999999996,4699215.430000002,4427858.549999999,4094718.04,3766230.3499999996,3423374.13,3320860.1000000006,2951643.8499999996,3216671.71,3765685.0999999996,3245751.9899999998,3701629.76,4128325.1900000004,5215080.180000001,5031286.75,4147766.7600000007,4004726.9699999997,3788267.23,3581544.8,3426036.9000000004,3554148.26,3640590.9299999997,3679018.1199999996,3788325.17,4601771.039999999,5062054.559999999,5152097.84,4338744.68,4489263.64,4046053.58,3701894.59,3691326.8200000003,3673148.5200000005,4103288.7199999997,3992669.26,4249795.23,4836714.07,5735776.83,5082973.9,4531278.35,4232854.6,4081021.0300000003,4092349.97,3835886.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
